Idade,Insatisfacao,viagensNegocio,Diária,Departamento,DistanciadeCasa,Educacao,CampoEducacao,NumerodoFuncionario,SatisfacaoAmbiente,Genero,HorasTrabalhadas,EnvovimentoTrabalho,NivelnoTrabalho,Cargo,SatisfacaoTrabalho,StatusCivil,Renda Mensal,Taxa mensal,EmpresasTrabalhadas,Hora Extra,TaxaPerformance,SatisfacaoRelacionamento,HorasPadrao,NivelRemuneracaoVariavel,TempoTotalTrabalho,TempoTreinamentoAnosAnteriores,EquilibrioVidaTrabalho,AnosEmpresa,AnosMesmaPosicao,AnosDesdeUltimaPromocao,AnosMesmoGestor,teste aula
45,Nao,nao-viaja,805,P & D,4,2,Ciencias Sociais,972,3,Masculino,57,3,2,Tecnico de Laboratorio,2,Casado,4447,23163,1,Não,3,2,80,0,9,5,2,9,7,0,8,697
29,Nao,viaja-frequentemente,1404,Vendas,20,3,Formacao Tecnica,974,3,Feminino,84,3,1,Representante de Vendas,4,Casado,2157,18203,1,Não,3,2,80,1,3,5,3,3,1,0,2,698
35,Nao,viaja-raramente,1219,Vendas,18,3,Medicina,975,3,Feminino,86,3,2,Executivo de Vendas,3,Casado,4601,6179,1,Não,3,2,80,0,5,3,3,5,2,1,0,699
52,Nao,viaja-raramente,1053,P & D,1,2,Ciencias Sociais,976,4,Masculino,70,3,4,Gestor,4,Casado,17099,13829,2,Não,3,2,80,1,26,2,2,9,8,7,8,700
58,Sim,viaja-raramente,289,P & D,2,3,Formacao Tecnica,977,4,Masculino,51,3,1,Pesquisador,3,Solteiro,2479,26227,4,Não,4,1,80,0,7,4,3,1,0,0,0,701
53,Nao,viaja-raramente,1376,Vendas,2,2,Medicina,981,3,Masculino,45,3,4,Gestor,3,Divorciado,14852,13938,6,Não,3,3,80,1,22,3,4,17,13,15,2,702
30,Nao,viaja-raramente,231,Vendas,8,2,Outros,982,3,Masculino,62,3,3,Executivo de Vendas,3,Divorciado,7264,9977,5,Não,3,1,80,1,10,2,4,8,4,7,7,703
38,Nao,nao-viaja,152,Vendas,10,3,Formacao Tecnica,983,3,Feminino,85,3,2,Executivo de Vendas,4,Solteiro,5666,19899,1,Sim,3,2,80,0,6,1,3,5,3,1,3,704
35,Nao,viaja-raramente,882,Vendas,3,4,Ciencias Sociais,984,4,Masculino,92,3,3,Executivo de Vendas,4,Divorciado,7823,6812,6,Não,3,2,80,1,12,2,3,10,9,0,8,705
39,Nao,viaja-raramente,903,Vendas,2,5,Ciencias Sociais,985,1,Masculino,41,4,3,Executivo de Vendas,3,Solteiro,7880,2560,0,Não,3,4,80,0,9,3,3,8,7,0,7,706
40,Sim,nao-viaja,1479,Vendas,24,3,Ciencias Sociais,986,2,Feminino,100,4,4,Executivo de Vendas,2,Solteiro,13194,17071,4,Sim,3,4,80,0,22,2,2,1,0,0,0,707
47,Nao,viaja-frequentemente,1379,P & D,16,4,Medicina,987,3,Masculino,64,4,2,Diretor de Manufatura,3,Divorciado,5067,6759,1,Sim,3,3,80,0,20,3,4,19,10,2,7,708
36,Nao,nao-viaja,1229,Vendas,8,4,Formacao Tecnica,990,1,Masculino,84,3,2,Executivo de Vendas,4,Divorciado,5079,25952,4,Não,3,4,80,2,12,3,3,7,7,0,7,709
31,Sim,nao-viaja,335,P & D,9,2,Medicina,991,3,Masculino,46,2,1,Pesquisador,1,Solteiro,2321,10322,0,Sim,4,1,80,0,4,0,3,3,2,1,2,710
33,Nao,nao-viaja,722,Vendas,17,3,Ciencias Sociais,992,4,Masculino,38,3,4,Gestor,3,Solteiro,17444,20489,1,Não,3,4,80,0,10,2,3,10,8,6,0,711
29,Sim,viaja-raramente,906,P & D,10,3,Ciencias Sociais,994,4,Feminino,92,2,1,Pesquisador,1,Solteiro,2404,11479,6,Sim,4,3,80,0,3,5,3,0,0,0,0,712
33,Nao,viaja-raramente,461,P & D,13,1,Ciencias Sociais,995,2,Feminino,53,3,1,Pesquisador,4,Solteiro,3452,17241,3,Não,3,1,80,0,5,4,3,3,2,0,2,713
45,Nao,viaja-raramente,974,P & D,1,4,Medicina,996,4,Feminino,91,3,1,Tecnico de Laboratorio,4,Divorciado,2270,11005,3,Não,3,4,80,2,8,2,3,5,3,0,2,714
50,Nao,viaja-raramente,1126,P & D,1,2,Medicina,997,4,Masculino,66,3,4,Diretor de Pesquisa,4,Divorciado,17399,6615,9,Não,4,3,80,1,32,1,2,5,4,1,3,715
33,Nao,viaja-frequentemente,827,P & D,1,4,Outros,998,3,Feminino,84,4,2,Representante da Saude,2,Casado,5488,20161,1,Sim,3,1,80,1,6,2,3,6,5,1,2,716
41,Nao,viaja-frequentemente,840,P & D,9,3,Medicina,999,1,Masculino,64,3,5,Diretor de Pesquisa,3,Divorciado,19419,3735,2,Não,3,2,80,1,21,2,4,18,16,0,11,717
27,Nao,viaja-raramente,1134,P & D,16,4,Formacao Tecnica,1001,3,Feminino,37,3,1,Tecnico de Laboratorio,2,Casado,2811,12086,9,Não,3,2,80,1,4,2,3,2,2,2,2,718
45,Nao,nao-viaja,248,P & D,23,2,Ciencias Sociais,1002,4,Masculino,42,3,2,Tecnico de Laboratorio,1,Casado,3633,14039,1,Sim,3,3,80,1,9,2,3,9,8,0,8,719
47,Nao,viaja-raramente,955,Vendas,4,2,Ciencias Sociais,1003,4,Feminino,83,3,2,Executivo de Vendas,4,Solteiro,4163,8571,1,Sim,3,3,80,0,9,0,3,9,0,0,7,720
30,Sim,viaja-raramente,138,P & D,22,3,Ciencias Sociais,1004,1,Feminino,48,3,1,Pesquisador,3,Casado,2132,11539,4,Sim,3,2,80,0,7,2,3,5,2,0,1,721
50,Nao,viaja-raramente,939,P & D,24,3,Ciencias Sociais,1005,4,Masculino,95,3,4,Diretor de Manufatura,3,Casado,13973,4161,3,Sim,3,4,80,1,22,2,3,12,11,1,5,722
38,Nao,viaja-frequentemente,1391,P & D,10,1,Medicina,1006,3,Masculino,66,3,1,Pesquisador,3,Casado,2684,12127,0,Não,3,2,80,1,3,0,2,2,1,0,2,723
46,Nao,viaja-raramente,566,P & D,7,2,Medicina,1007,4,Masculino,75,3,3,Diretor de Manufatura,3,Divorciado,10845,24208,6,Não,3,2,80,1,13,3,3,8,7,0,7,724
24,Nao,viaja-raramente,1206,P & D,17,1,Medicina,1009,4,Feminino,41,2,2,Diretor de Manufatura,3,Divorciado,4377,24117,1,Não,3,2,80,2,5,6,3,4,2,3,2,725
35,Sim,viaja-raramente,622,P & D,14,4,Outros,1010,3,Masculino,39,2,1,Tecnico de Laboratorio,2,Divorciado,3743,10074,1,Sim,4,4,80,1,5,2,1,4,2,0,2,726
31,Nao,viaja-frequentemente,853,P & D,1,1,Ciencias Sociais,1011,3,Feminino,96,3,2,Diretor de Manufatura,1,Casado,4148,11275,1,Não,3,3,80,1,4,1,3,4,3,0,3,727
18,Nao,nao-viaja,287,P & D,5,2,Ciencias Sociais,1012,2,Masculino,73,3,1,Pesquisador,4,Solteiro,1051,13493,1,Não,3,4,80,0,0,2,3,0,0,0,0,728
54,Nao,viaja-raramente,1441,P & D,17,3,Formacao Tecnica,1013,3,Feminino,56,3,3,Diretor de Manufatura,3,Casado,10739,13943,8,Não,3,3,80,1,22,2,3,10,7,0,8,729
35,Nao,viaja-raramente,583,P & D,25,4,Medicina,1014,3,Feminino,57,3,3,Representante da Saude,3,Divorciado,10388,6975,1,Sim,3,3,80,1,16,3,2,16,10,10,1,730
30,Nao,viaja-raramente,153,P & D,8,2,Ciencias Sociais,1015,2,Feminino,73,4,3,Diretor de Pesquisa,1,Casado,11416,17802,0,Sim,3,3,80,3,9,4,2,8,7,1,7,731
20,Sim,viaja-raramente,1097,P & D,11,3,Medicina,1016,4,Feminino,98,2,1,Pesquisador,1,Solteiro,2600,18275,1,Sim,3,1,80,0,1,2,3,1,0,0,0,732
30,Sim,viaja-frequentemente,109,P & D,5,3,Medicina,1017,2,Feminino,60,3,1,Tecnico de Laboratorio,2,Solteiro,2422,25725,0,Não,3,1,80,0,4,3,3,3,2,1,2,733
26,Nao,viaja-raramente,1066,P & D,2,2,Medicina,1018,4,Masculino,32,4,2,Diretor de Manufatura,4,Casado,5472,3334,1,Não,3,2,80,0,8,2,3,8,7,1,3,734
22,Nao,viaja-raramente,217,P & D,8,1,Ciencias Sociais,1019,2,Masculino,94,1,1,Tecnico de Laboratorio,1,Casado,2451,6881,1,Não,3,1,80,1,4,3,2,4,3,1,1,735
48,Nao,viaja-raramente,277,P & D,6,3,Ciencias Sociais,1022,1,Masculino,97,2,2,Representante da Saude,3,Solteiro,4240,13119,2,Não,3,4,80,0,19,0,3,2,2,2,2,736
48,Nao,viaja-raramente,1355,P & D,4,4,Ciencias Sociais,1024,3,Masculino,78,2,3,Representante da Saude,3,Solteiro,10999,22245,7,Não,3,2,80,0,27,3,3,15,11,4,8,737
41,Nao,viaja-raramente,549,P & D,7,2,Medicina,1025,4,Feminino,42,3,2,Diretor de Manufatura,3,Solteiro,5003,23371,6,Não,3,2,80,0,8,6,3,2,2,2,1,738
39,Nao,viaja-raramente,466,P & D,1,1,Ciencias Sociais,1026,4,Feminino,65,2,4,Diretor de Manufatura,4,Casado,12742,7060,1,Não,3,3,80,1,21,3,3,21,6,11,8,739
27,Nao,viaja-raramente,1055,P & D,2,4,Ciencias Sociais,1027,1,Feminino,47,3,2,Diretor de Manufatura,4,Casado,4227,4658,0,Não,3,2,80,1,4,2,3,3,2,2,2,740
35,Nao,viaja-raramente,802,P & D,10,3,Outros,1028,2,Masculino,45,3,1,Tecnico de Laboratorio,4,Divorciado,3917,9541,1,Não,4,1,80,1,3,4,2,3,2,1,2,741
42,Nao,viaja-raramente,265,Vendas,5,2,Marketing,1029,4,Masculino,90,3,5,Gestor,3,Casado,18303,7770,6,Não,3,2,80,0,21,3,4,1,0,0,0,742
50,Nao,viaja-raramente,804,P & D,9,3,Ciencias Sociais,1030,1,Masculino,64,3,1,Tecnico de Laboratorio,4,Casado,2380,20165,4,Não,3,2,80,0,8,5,3,1,0,0,0,743
59,Nao,viaja-raramente,715,P & D,2,3,Ciencias Sociais,1032,3,Feminino,69,2,4,Diretor de Manufatura,4,Solteiro,13726,21829,3,Sim,3,1,80,0,30,4,3,5,3,4,3,744
37,Sim,viaja-raramente,1141,P & D,11,2,Medicina,1033,1,Feminino,61,1,2,Representante da Saude,2,Casado,4777,14382,5,Não,3,1,80,0,15,2,1,1,0,0,0,745
55,Nao,viaja-frequentemente,135,P & D,18,4,Medicina,1034,3,Masculino,62,3,2,Representante da Saude,2,Casado,6385,12992,3,Sim,3,4,80,2,17,3,3,8,7,6,7,746
41,Nao,nao-viaja,247,P & D,7,1,Ciencias Sociais,1035,2,Feminino,55,1,5,Diretor de Pesquisa,3,Divorciado,19973,20284,1,Não,4,2,80,2,21,3,3,21,16,5,10,747
38,Nao,viaja-raramente,1035,Vendas,3,4,Ciencias Sociais,1036,2,Masculino,42,3,2,Executivo de Vendas,4,Solteiro,6861,4981,8,Sim,3,3,80,0,19,1,3,1,0,0,0,748
26,Sim,nao-viaja,265,Vendas,29,2,Medicina,1037,2,Masculino,79,1,2,Executivo de Vendas,1,Solteiro,4969,21813,8,Não,3,4,80,0,7,6,3,2,2,2,2,749
52,Sim,viaja-raramente,266,Vendas,2,1,Marketing,1038,1,Feminino,57,1,5,Gestor,4,Casado,19845,25846,1,Não,3,4,80,1,33,3,3,32,14,6,9,750
44,Nao,viaja-raramente,1448,Vendas,28,3,Medicina,1039,4,Feminino,53,4,4,Executivo de Vendas,4,Casado,13320,11737,3,Sim,3,3,80,1,23,2,3,12,11,11,11,751
50,Nao,nao-viaja,145,Vendas,1,3,Ciencias Sociais,1040,4,Feminino,95,3,2,Executivo de Vendas,3,Casado,6347,24920,0,Não,3,1,80,1,19,3,3,18,7,0,13,752
36,Sim,viaja-raramente,885,P & D,16,4,Ciencias Sociais,1042,3,Feminino,43,4,1,Tecnico de Laboratorio,1,Solteiro,2743,8269,1,Não,3,3,80,0,18,1,3,17,13,15,14,753
39,Nao,viaja-frequentemente,945,P & D,22,3,Medicina,1043,4,Feminino,82,3,3,Diretor de Manufatura,1,Solteiro,10880,5083,1,Sim,3,3,80,0,21,2,3,21,6,2,8,754
33,Nao,nao-viaja,1038,Vendas,8,1,Ciencias Sociais,1044,2,Feminino,88,2,1,Representante de Vendas,4,Solteiro,2342,21437,0,Não,3,4,80,0,3,2,2,2,2,2,2,755
45,Nao,viaja-raramente,1234,Vendas,11,2,Ciencias Sociais,1045,4,Feminino,90,3,4,Gestor,4,Casado,17650,5404,3,Não,3,2,80,1,26,4,4,9,3,1,1,756
32,Nao,nao-viaja,1109,P & D,29,4,Medicina,1046,4,Feminino,69,3,1,Tecnico de Laboratorio,3,Solteiro,4025,11135,9,Não,3,2,80,0,10,2,3,8,7,7,7,757
34,Nao,viaja-raramente,216,Vendas,1,4,Marketing,1047,2,Masculino,75,4,2,Executivo de Vendas,4,Divorciado,9725,12278,0,Não,3,4,80,1,16,2,2,15,1,0,9,758
59,Nao,viaja-raramente,1089,Vendas,1,2,Formacao Tecnica,1048,2,Masculino,66,3,3,Gestor,4,Casado,11904,11038,3,Sim,3,3,80,1,14,1,1,6,4,0,4,759
45,Nao,viaja-raramente,788,Recursos Humanos,24,4,Medicina,1049,2,Masculino,36,3,1,Recursos Humanos,2,Solteiro,2177,8318,1,Não,3,1,80,0,6,3,3,6,3,0,4,760
53,Nao,viaja-frequentemente,124,Vendas,2,3,Marketing,1050,3,Feminino,38,2,3,Executivo de Vendas,2,Casado,7525,23537,2,Não,3,1,80,1,30,2,3,15,7,6,12,761
36,Sim,viaja-raramente,660,P & D,15,3,Outros,1052,1,Masculino,81,3,2,Tecnico de Laboratorio,3,Divorciado,4834,7858,7,Não,3,2,80,1,9,3,2,1,0,0,0,762
26,Sim,viaja-frequentemente,342,P & D,2,3,Ciencias Sociais,1053,1,Masculino,57,3,1,Pesquisador,1,Casado,2042,15346,6,Sim,3,2,80,1,6,2,3,3,2,1,2,763
34,Nao,viaja-raramente,1333,Vendas,10,4,Ciencias Sociais,1055,3,Feminino,87,3,1,Representante de Vendas,3,Casado,2220,18410,1,Sim,3,4,80,1,1,2,3,1,1,0,0,764
28,Nao,viaja-raramente,1144,Vendas,10,1,Medicina,1056,4,Masculino,74,3,1,Representante de Vendas,2,Casado,1052,23384,1,Não,4,2,80,0,1,5,3,1,0,0,0,765
38,Nao,viaja-frequentemente,1186,P & D,3,4,Outros,1060,3,Masculino,44,3,1,Pesquisador,3,Casado,2821,2997,3,Não,3,1,80,1,8,2,3,2,2,2,2,766
50,Nao,viaja-raramente,1464,P & D,2,4,Medicina,1061,2,Masculino,62,3,5,Diretor de Pesquisa,3,Casado,19237,12853,2,Sim,3,4,80,1,29,2,2,8,1,7,7,767
37,Nao,viaja-raramente,124,P & D,3,3,Outros,1062,4,Feminino,35,3,2,Representante da Saude,2,Solteiro,4107,13848,3,Não,3,1,80,0,8,3,2,4,3,0,1,768
40,Nao,viaja-raramente,300,Vendas,26,3,Marketing,1066,3,Masculino,74,3,2,Executivo de Vendas,1,Casado,8396,22217,1,Não,3,2,80,1,8,3,2,7,7,7,5,769
26,Nao,viaja-frequentemente,921,P & D,1,1,Medicina,1068,1,Feminino,66,2,1,Pesquisador,3,Divorciado,2007,25265,1,Não,3,3,80,2,5,5,3,5,3,1,3,770
46,Nao,viaja-raramente,430,P & D,1,4,Medicina,1069,4,Masculino,40,3,5,Diretor de Pesquisa,4,Divorciado,19627,21445,9,Não,3,4,80,2,23,0,3,2,2,2,2,771
54,Nao,viaja-raramente,1082,Vendas,2,4,Ciencias Sociais,1070,3,Feminino,41,2,3,Executivo de Vendas,3,Casado,10686,8392,6,Não,3,2,80,1,13,4,3,9,4,7,0,772
56,Nao,viaja-frequentemente,1240,P & D,9,3,Medicina,1071,1,Feminino,63,3,1,Pesquisador,3,Casado,2942,12154,2,Não,3,2,80,1,18,4,3,5,4,0,3,773
36,Nao,viaja-raramente,796,P & D,12,5,Medicina,1073,4,Feminino,51,2,3,Diretor de Manufatura,4,Solteiro,8858,15669,0,Não,3,2,80,0,15,2,2,14,8,7,8,774
55,Nao,nao-viaja,444,P & D,2,1,Medicina,1074,3,Masculino,40,2,4,Gestor,1,Solteiro,16756,17323,7,Não,3,2,80,0,31,3,4,9,7,6,2,775
43,Nao,viaja-raramente,415,Vendas,25,3,Medicina,1076,3,Masculino,79,2,3,Executivo de Vendas,4,Divorciado,10798,5268,5,Não,3,3,80,1,18,5,3,1,0,0,0,776
20,Sim,viaja-frequentemente,769,Vendas,9,3,Marketing,1077,4,Feminino,54,3,1,Representante de Vendas,4,Solteiro,2323,17205,1,Sim,3,2,80,0,2,3,3,2,2,0,2,777
21,Sim,viaja-raramente,1334,P & D,10,3,Ciencias Sociais,1079,3,Feminino,36,2,1,Tecnico de Laboratorio,1,Solteiro,1416,17258,1,Não,3,1,80,0,1,6,2,1,0,1,0,778
46,Nao,viaja-raramente,1003,P & D,8,4,Ciencias Sociais,1080,4,Feminino,74,2,2,Pesquisador,1,Divorciado,4615,21029,8,Sim,4,1,80,3,19,2,3,16,13,1,7,779
51,Sim,viaja-raramente,1323,P & D,4,4,Ciencias Sociais,1081,1,Masculino,34,3,1,Pesquisador,3,Casado,2461,10332,9,Sim,3,3,80,3,18,2,4,10,0,2,7,780
28,Sim,nao-viaja,1366,P & D,24,2,Formacao Tecnica,1082,2,Masculino,72,2,3,Representante da Saude,1,Solteiro,8722,12355,1,Não,3,1,80,0,10,2,2,10,7,1,9,781
26,Nao,viaja-raramente,192,P & D,1,2,Medicina,1083,1,Masculino,59,2,1,Tecnico de Laboratorio,1,Casado,3955,11141,1,Não,3,1,80,2,6,2,3,5,3,1,3,782
30,Nao,viaja-raramente,1176,P & D,20,3,Outros,1084,3,Masculino,85,3,2,Diretor de Manufatura,1,Casado,9957,9096,0,Não,3,3,80,1,7,1,2,6,2,0,2,783
41,Nao,viaja-raramente,509,P & D,7,2,Formacao Tecnica,1085,2,Feminino,43,4,1,Pesquisador,3,Casado,3376,18863,1,Não,3,3,80,0,10,3,3,10,6,0,8,784
38,Nao,viaja-raramente,330,P & D,17,1,Ciencias Sociais,1088,3,Feminino,65,2,3,Representante da Saude,3,Casado,8823,24608,0,Não,3,1,80,1,20,4,2,19,9,1,9,785
40,Nao,viaja-raramente,1492,P & D,20,4,Formacao Tecnica,1092,1,Masculino,61,3,3,Representante da Saude,4,Casado,10322,26542,4,Não,4,4,80,1,14,6,3,11,10,11,1,786
27,Nao,nao-viaja,1277,P & D,8,5,Ciencias Sociais,1094,1,Masculino,87,1,1,Tecnico de Laboratorio,3,Casado,4621,5869,1,Não,3,4,80,3,3,4,3,3,2,1,2,787
55,Nao,viaja-frequentemente,1091,P & D,2,1,Ciencias Sociais,1096,4,Masculino,65,3,3,Diretor de Manufatura,2,Casado,10976,15813,3,Não,3,2,80,1,23,4,3,3,2,1,2,788
28,Nao,viaja-raramente,857,P & D,10,3,Outros,1097,3,Feminino,59,3,2,Pesquisador,3,Solteiro,3660,7909,3,Não,3,4,80,0,10,4,4,8,7,1,7,789
44,Sim,viaja-raramente,1376,Recursos Humanos,1,2,Medicina,1098,2,Masculino,91,2,3,Recursos Humanos,1,Casado,10482,2326,9,Não,3,4,80,1,24,1,3,20,6,3,6,790
33,Nao,viaja-raramente,654,P & D,5,3,Ciencias Sociais,1099,4,Masculino,34,2,3,Representante da Saude,4,Divorciado,7119,21214,4,Não,3,3,80,1,9,2,3,3,2,1,2,791
35,Sim,viaja-raramente,1204,Vendas,4,3,Formacao Tecnica,1100,4,Masculino,86,3,3,Executivo de Vendas,1,Solteiro,9582,10333,0,Sim,4,1,80,0,9,2,3,8,7,4,7,792
33,Sim,viaja-frequentemente,827,P & D,29,4,Medicina,1101,1,Feminino,54,2,2,Pesquisador,3,Solteiro,4508,3129,1,Não,4,2,80,0,14,4,3,13,7,3,8,793
28,Nao,viaja-raramente,895,P & D,15,2,Ciencias Sociais,1102,1,Masculino,50,3,1,Tecnico de Laboratorio,3,Divorciado,2207,22482,1,Não,3,4,80,1,4,5,2,4,2,2,2,794
34,Nao,viaja-frequentemente,618,P & D,3,1,Ciencias Sociais,1103,1,Masculino,45,3,2,Representante da Saude,4,Solteiro,7756,22266,0,Não,3,3,80,0,7,1,2,6,2,0,4,795
37,Nao,viaja-raramente,309,Vendas,10,4,Ciencias Sociais,1105,4,Feminino,88,2,2,Executivo de Vendas,4,Divorciado,6694,24223,2,Sim,3,3,80,3,8,5,3,1,0,0,0,796
25,Sim,viaja-raramente,1219,P & D,4,1,Formacao Tecnica,1106,4,Masculino,32,3,1,Tecnico de Laboratorio,4,Casado,3691,4605,1,Sim,3,2,80,1,7,3,4,7,7,5,6,797
26,Sim,viaja-raramente,1330,P & D,21,3,Medicina,1107,1,Masculino,37,3,1,Tecnico de Laboratorio,3,Divorciado,2377,19373,1,Não,4,3,80,1,1,0,2,1,1,0,0,798
33,Sim,viaja-raramente,1017,P & D,25,3,Medicina,1108,1,Masculino,55,2,1,Pesquisador,2,Solteiro,2313,2993,4,Sim,4,2,80,0,5,0,3,2,2,2,2,799
42,Nao,viaja-raramente,469,P & D,2,2,Medicina,1109,4,Masculino,35,3,4,Gestor,1,Casado,17665,14399,0,Não,3,4,80,1,23,3,3,22,6,13,7,800
28,Sim,viaja-frequentemente,1009,P & D,1,3,Medicina,1111,1,Masculino,45,2,1,Tecnico de Laboratorio,2,Divorciado,2596,7160,1,Não,3,1,80,2,1,2,3,1,0,0,0,801
50,Sim,viaja-frequentemente,959,Vendas,1,4,Outros,1113,4,Masculino,81,3,2,Executivo de Vendas,3,Solteiro,4728,17251,3,Sim,3,4,80,0,5,4,3,0,0,0,0,802
33,Nao,viaja-frequentemente,970,Vendas,7,3,Ciencias Sociais,1114,4,Feminino,30,3,2,Executivo de Vendas,2,Casado,4302,13401,0,Não,3,3,80,1,4,3,3,3,2,0,2,803
34,Nao,nao-viaja,697,P & D,3,4,Ciencias Sociais,1115,3,Masculino,40,2,1,Pesquisador,4,Casado,2979,22478,3,Não,3,4,80,3,6,2,3,0,0,0,0,804
48,Nao,nao-viaja,1262,P & D,1,4,Medicina,1116,1,Masculino,35,4,4,Gestor,4,Solteiro,16885,16154,2,Não,4,3,80,0,27,3,2,5,4,2,1,805
45,Nao,nao-viaja,1050,Vendas,9,4,Ciencias Sociais,1117,2,Feminino,65,2,2,Executivo de Vendas,3,Casado,5593,17970,1,Não,3,4,80,1,15,2,3,15,10,4,12,806
52,Nao,viaja-raramente,994,P & D,7,4,Ciencias Sociais,1118,2,Masculino,87,3,3,Representante da Saude,2,Solteiro,10445,15322,7,Não,3,4,80,0,18,4,3,8,6,4,0,807
38,Nao,viaja-raramente,770,Vendas,10,4,Marketing,1119,3,Masculino,73,2,3,Executivo de Vendas,3,Divorciado,8740,5569,0,Sim,3,2,80,2,9,2,3,8,7,2,7,808
29,Nao,viaja-raramente,1107,P & D,28,4,Ciencias Sociais,1120,3,Feminino,93,3,1,Pesquisador,4,Divorciado,2514,26968,4,Não,4,1,80,1,11,1,3,7,5,1,7,809
28,Nao,viaja-raramente,950,P & D,3,3,Medicina,1121,4,Feminino,93,3,3,Diretor de Manufatura,2,Divorciado,7655,8039,0,Não,3,2,80,3,10,3,2,9,7,1,7,810
46,Nao,viaja-raramente,406,Vendas,3,1,Marketing,1124,1,Masculino,52,3,4,Gestor,3,Casado,17465,15596,3,Não,3,4,80,1,23,3,3,12,9,4,9,811
38,Nao,viaja-raramente,130,Vendas,2,2,Marketing,1125,4,Masculino,32,3,3,Executivo de Vendas,2,Solteiro,7351,20619,7,Não,3,3,80,0,10,2,3,1,0,0,0,812
43,Nao,viaja-frequentemente,1082,P & D,27,3,Ciencias Sociais,1126,3,Feminino,83,3,3,Diretor de Manufatura,1,Casado,10820,11535,8,Não,3,3,80,1,18,1,3,8,7,0,1,813
39,Sim,viaja-frequentemente,203,P & D,2,3,Ciencias Sociais,1127,1,Masculino,84,3,4,Representante da Saude,4,Divorciado,12169,13547,7,Não,3,4,80,3,21,4,3,18,7,11,5,814
40,Nao,viaja-raramente,1308,P & D,14,3,Medicina,1128,3,Masculino,44,2,5,Diretor de Pesquisa,3,Solteiro,19626,17544,1,Não,3,1,80,0,21,2,4,20,7,4,9,815
21,Nao,viaja-raramente,984,P & D,1,1,Formacao Tecnica,1131,4,Feminino,70,2,1,Pesquisador,2,Solteiro,2070,25326,1,Sim,3,3,80,0,2,6,4,2,2,2,2,816
39,Nao,nao-viaja,439,P & D,9,3,Ciencias Sociais,1132,3,Masculino,70,3,2,Tecnico de Laboratorio,2,Solteiro,6782,8770,9,Não,3,3,80,0,9,2,2,5,4,0,3,817
36,Nao,nao-viaja,217,P & D,18,4,Ciencias Sociais,1133,1,Masculino,78,3,2,Diretor de Manufatura,4,Solteiro,7779,23238,2,Não,4,1,80,0,18,0,3,11,9,0,9,818
31,Nao,viaja-frequentemente,793,Vendas,20,3,Ciencias Sociais,1135,3,Masculino,67,4,1,Representante de Vendas,4,Casado,2791,21981,0,Não,3,1,80,1,3,4,3,2,2,2,2,819
28,Nao,viaja-raramente,1451,P & D,2,1,Ciencias Sociais,1136,1,Masculino,67,2,1,Pesquisador,2,Casado,3201,19911,0,Não,3,1,80,0,6,2,1,5,3,0,4,820
35,Nao,viaja-frequentemente,1182,Vendas,11,2,Marketing,1137,4,Masculino,54,3,2,Executivo de Vendas,4,Divorciado,4968,18500,1,Não,3,4,80,1,5,3,3,5,2,0,2,821
49,Nao,viaja-raramente,174,Vendas,8,4,Formacao Tecnica,1138,4,Masculino,56,2,4,Executivo de Vendas,2,Casado,13120,11879,6,Não,3,2,80,1,22,3,3,9,8,2,3,822
34,Nao,viaja-frequentemente,1003,P & D,2,2,Ciencias Sociais,1140,4,Masculino,95,3,2,Diretor de Manufatura,3,Solteiro,4033,15834,2,Não,3,4,80,0,5,3,2,3,2,0,2,823
29,Nao,viaja-frequentemente,490,P & D,10,3,Ciencias Sociais,1143,4,Feminino,61,3,1,Pesquisador,2,Divorciado,3291,17940,0,Não,3,4,80,2,8,2,2,7,5,1,1,824
42,Nao,viaja-raramente,188,P & D,29,3,Medicina,1148,2,Masculino,56,1,2,Tecnico de Laboratorio,4,Solteiro,4272,9558,4,Não,3,1,80,0,16,3,3,1,0,0,0,825
29,Nao,viaja-raramente,718,P & D,8,1,Medicina,1150,2,Masculino,79,2,2,Diretor de Manufatura,4,Casado,5056,17689,1,Sim,3,3,80,1,10,2,2,10,7,1,2,826
38,Nao,viaja-raramente,433,Recursos Humanos,1,3,Recursos Humanos,1152,3,Masculino,37,4,1,Recursos Humanos,3,Casado,2844,6004,1,Não,3,4,80,1,7,2,4,7,6,5,0,827
28,Nao,viaja-frequentemente,773,P & D,6,3,Ciencias Sociais,1154,3,Masculino,39,2,1,Pesquisador,3,Divorciado,2703,22088,1,Sim,3,4,80,1,3,2,3,3,1,0,2,828
18,Sim,nao-viaja,247,P & D,8,1,Medicina,1156,3,Masculino,80,3,1,Tecnico de Laboratorio,3,Solteiro,1904,13556,1,Não,3,4,80,0,0,0,3,0,0,0,0,829
33,Sim,viaja-raramente,603,Vendas,9,4,Marketing,1157,1,Feminino,77,3,2,Executivo de Vendas,1,Solteiro,8224,18385,0,Sim,3,1,80,0,6,3,3,5,2,0,3,830
41,Nao,viaja-raramente,167,P & D,12,4,Ciencias Sociais,1158,2,Masculino,46,3,1,Tecnico de Laboratorio,4,Casado,4766,9051,3,Sim,3,1,80,1,6,4,3,1,0,0,0,831
31,Sim,viaja-frequentemente,874,P & D,15,3,Medicina,1160,3,Masculino,72,3,1,Tecnico de Laboratorio,3,Casado,2610,6233,1,Não,3,3,80,1,2,5,2,2,2,2,2,832
